ID, TWEET, LABEL
8655,"الناس مرعوبه ان المواصلات هتزيد نص او حتي جنيه و كان المواصلات كانت اكلهم و شربهم و صحتهم و الخ،،،،،،",fear
8656,": في .. لا ترضي بالقليل من المشاعر .. فالحب كلٌ | والكل لا يتجزّا |  jlaz505",love
8657,"خايفه يذوب بعض الامل..💔",fear
8658,"الحب يحفظ الجمال، وبشره المراه تغذيها المداعبات كما يتغدي النحل برحيق الزهور.  ان كنت تقرا",love
8659,": كل ما قرب موعد ولادتي كل ما زاد لابوي افتقدك يبه احبك  يبه فيني حنين لك يبه يجيني شعور لو كنت موجود كيف بتكون فرحتك لي ا…",love
8660,"ديل بوترو بعد اصابه سنتين ويبقي في المركز 147 عالميا يوصل نهائي الاوليمبياد عاش فشخ يابني",surprise
8661,"هربانه منه شويه سيبك من الكام جول اللي جابهم اقوي مستوي ليه اظن كان في الاوليمبياد و الفتره ده",none
8662,"ابو يمن يتلاعب بالاسعار في محلات المندي حسب مزاجه وكانه في تعز",anger
8663,"الهالك هيكل كان مشروع ذنب كبير لحزب الكلب و ايران . ماذا قدم للامه غير الكذب و نفخ الكير عبر الجزيره",anger
8664,"اصعب شعُور ؛ عِندما تتحدثٌ مع شخصّ بطريقهٌ رسمِيه بعدُ انّ گان اقربٌ الناس الي قَلبك ..!  خيبه",sadness
8665,"احبه واضل احبه للابد",love
8666,"كسم افتتاح الاوليمبياد.",anger
8667,": احمد موسي منزل هاشتاج اهلا بي فتح الله جولان في مصر داهيه تاخدك انت وهوه ومعاك السيسي",anger
8668,"الاوليمبياد لو فيها ضرب ع القفا كان الكابيضانو اخذ الدهب  جمهورك بيضربك تعالي ندربك",none
8669,"مُمكن الليله تناديني حبيبي ؟ كلّهم عشّاق لكني وحيد ما اخترت بِ العمر منهو نصيبي عادي اختارك واحبك من جديد؟  فراق  حزن",love
8670,"الجميل في الاوليمبياد انها بتوصلك للدوريات وانت راكب حاجه درجات رجال اعمال كده اللي هو قاعد مرتاح ومش متضايق ولو اتاخرت اسبوع كمان عادي",joy
8671,"علم مصر اترفع في الاوليمبياد ❤❤ شكرا يا ساره ❤❤  ساره سمير  Rio2016",joy
8672,": قد يكون طريق الصعود صعباً لكن للقمه لذه لا تقاوم ????",joy
8673,"الله يقوي قلبك💔 — اول مره تمر علي هذه الاسامي ، بس الله يوفقهم",sympathy
8674,"حُبُّ الجِهَادِ سَرَي بِكُلّ جَوَارِحِيْ.. .ارْخَصْتُ فِيْ دَرْبِ الجِهَادِ دِمَائِيْ",love
8675,"بعض الناس ودك تضيف لهم ماده   اسلوب النقاش   يدرسونها من اول ابتدائي قبل اللغه حتي ! كميه السطحيه !",surprise
8676,"لا بئدر شوفك ولا بئدر احكيك",sadness
8677,"!!! هو الهزار ممنوع ايه الاسلوب دا",surprise
8678,"في سبّاح من تونس في الاوليمبياد طلع في المركز الاخير ؛ واحد تونسي عامل شير للخبر وكاتب الحمد لله انه ماغرقش 😂😂",joy
8679,": موجوع قلبي عليكم بصراحه بس ماباليد حيله غير وقفتنا معكم ونساندكم وفقكم الله  اضراب الاطباء العمانيين5",sympathy
8680,"انشالله .ديما شباب شمال افريقيا مشرفين العرب في الاوليمبياد :D :D قداش خدت تونس ميداليه تاو",joy
8681,"تحبوني ادعو اني اعيش طول العمر مع دادو ♥",joy
8682,"يستر الله .. ماطلعتوش من بنغازي",fear
8683,"حركات كاتبينها بيدهم 💗عاد لسي م سمعت الهايلايت خايفه انصدم",fear
8684,"مش فاهم مش فاهم مش فاهم مش فاهم مش فاهم مش فاهم مش فاهم مش فاهم مش فاهم مش فاهم مش فاهم مش فاهم مش فاهم مش فاهم مش فاهم مش فاهم مش فاهم",surprise
8685,"وشايفه نفسي تدريجيًا بتحول لكل اللي كنت مرعوبه منه ومش عارفه اعمل ايه عشان امنع ده ومش قادره اتقبّل ان ده بقي امر الواقع، مش عايزه اكرهني .",fear
8686,"محتار هل المشهد حقيقه ام لا ..! اعداد هذي الثعابين ..!",surprise
8687,"مش مستغربه ان البنات هي اللي بتفوز ف الاوليمبياد وبالذات ف العاب القوي لانها لا بقت حاسه بامان ف الشارع ولا حتي مع راجل ربوا عيالكم شويه",none
8688,"حاسه كان ابني في امتحان ثانويه عامه !",surprise
8689,"q8 88: انفاسك عطر انثوي خارق للرجوله  عشششششق",love
8690,"انا خايفه اوي 😓😓😓",fear
8691,"الاوليمبياد دي مشفره كلها ولا شنو؟",none
8692,":    الله ينصرهم الجيش السوري علي القوم الكافرين امين رب العالمين",sympathy
8693,"ليست حاجه عاديه، بل خوف عارم في صدري يقول لي ان الامور التي كانت بيننا قد تتلاشي دون ان ندري.. لان المسافه تضاعفت مئه مره.",fear
8694,"Supporters  مــن اجــمــل النــاس اللـي شــوفـتــهــا فـ حــيــاتــي واللــه .. حــاجــه صغـنــنــه كتــهـ ♥♥♥  بــاركـ شــيـن هــاي ♥♥",joy
8695,"كيف يعني ؟؟ قصدك بعد 400 سنه ممكن الليبي يسمح لاخته او بنته تسبح بمايوه في الاوليمبياد ؟؟؟ هكي قصدك ؟؟",surprise
8696,"احب الفت نظر الشعب المصري ان الاوليمبياد ف البرازيل اتفرجو",none
8697,"لكم كل التحايا والتقدير نحن معكم من اجل سودان متطلع",sympathy
8698,"بيتكلمو في الاوليمبياد 🌚",none
8699,"لا دي بعثه بوركينا ف الاوليمبياد",none
8700,"هههههههههههههههههه",joy
8701,"ودي اجرب بس خايف منه كبير",fear
8702,"ايه دا هو بابا جلال مات ؟",surprise
8703,"احنا واخدين فيها في الاوليمبياد",sadness
8704,"شيروو كاان نفسناا تحضري ووتولعوها المصريين بس تتعوض ياريت تحتفلو بعيد ميلادو ♥",joy
8705,": اليوم تشرفت ان يكون ترتيب استقبالي بمطار هيثرو شركه الحجي للسياحه اللندنيه  دقه في المواعيد  امانه  صدق   دماثه خلق",joy
8706,"وضحكت علي الحيطان صورنا زمان♡`  بوح  كلمات  جرح  البحرين  الكويت  السعوديه  الخليج  الصوت الجريح  اخبار  رساله مع زجاجه عطر",love
8707,"ربنا يحميك انتا وزكرياااااا .... بس تعالا هنا مش تباركلي ^^ ...^^",joy
8708,"ممكن نصدر الفقاقه وعلم الاوليمبياد يكون فلاح شايل فاس وتحته الخمس دواير  معاك في السكه",none
8709,"m alshams  فجاه كلهم ناشونال جيوغرافيك 😂",surprise
8710,"مصر داخله الاوليمبياد بنفرين غالبا عشان كده رفعنا علمين",none
8711,"eyad1 والله نفسي اجرب بس خايفه ، شكلي بعقل🙂😂",fear
8712,"الابطال الي شقوا طريقهم في الاوليمبياد في العاب تعتبر مغموره....شقوه بتوفيق ربنا و مجهودهم...اوعي تفتكروا ان الدوله كانت في ضهرهم",none
8713,"والله عارف كانت اوليمبياد لندن 2012 وكان عنده 22 سنه و الاوليمبياد بتاخد لحد 23 سنه",none
8714,": مسعد الامام: التصالح مع حسين سالم تواطؤ ونهب لاموال مصر",anger
8715,"الاوليمبياد قربت تخلص ..انا ابتديت اعيط",sadness
8716,"224 والله انا كتبها عشان كده . برافو عليكي :D",joy
8717,"صباحكم مسكر",joy
8718,"ايه العلاقه المتدهوره دي :D ..",joy
8719,"هو ايه غير نظره من عينيك غير لمسه من ايديك غير قلب يخاف عليك 👸❤",love
8720,"Fouad3 امينه كنت عاوزه نمرتك دي ام",joy
8721,"سموا البينا زي ما يكون علاقه صداقه حب وجنون  ابو زيزو",joy
8722,"الصوره اللي نزلها محمد ايهاب لناس اتوقفوا بالمنشطات قبل الاوليمبياد ، يعني لو الصوره هي المصدر فالكلام ده كله فاكس .",none
8723,":     kuwait2     gh   هل تلعن ابن تيميه عليه العنه تفضل يامجسم ياساري اجب عن دينك…",anger
8724,"خايفه اچيك علي حسابي....",fear
8725,"خذني قد حبي لك و رتبني",love
8726,"هنجيب ميداليه ف الاوليمبياد يا عماد !😂😂😂😂😂😂😂😂😂😂",joy
8727,"قديش هالعالم صغير! صغير والله صغير!!",surprise
8728,":  من القلب يبقي  الاكتئاب اخطر اعراض الحب الانسحابيه لحين  اللقاء",love
8729,"نظره التوهان و الصدمه اللي هو فيها بشعه... ربنا يرحمه و يصبرهم",sympathy
8730,": هَذا هوُ  الحُبْ يا جاهلينْ المحبَهْ ♡",love
8731,"الرقم القياسي في الخطف وزن +105 كجم يتحطم مرتين في غضون دقيقه واحده . هل ذكرت من قبل ان رفع الاثقال هي رياضتي المفضله في الاوليمبياد ؟!",surprise
8732,"ياريت تسعدوني انا جالي رساله التفعيل وركبت الراوتر ومفيش نت اشتغل 0507970062 حرام والله كدا",sadness
8733,":   حبيبي اوباما افلامك محروقه انت تدعم داعش والمجوس ايران هذه لعبه صهيو ايرانيه امريكي ملابس داعش امريكيه واتحداك يار…",anger
8734,"رنا سماحه عندما سعيت لدعمك تعرفت علي اشخاص يملكون في قلوبهم الطيبه ويسعون لهدف هو دعمك الجيش الرنوشي  رنا سماحه مع عمرو الليثي",joy
8735,"الله معكم يارب",sympathy
8736,": مبروك اول بطوله رسميه لبايرن انشيلوتي !  السوبر ل 6 مره في تاريخ بايرن ! عوده السوبر لبايرن بعد غيابها ل ثلاث سنين",joy
8737,"هههههه حبيبي الدعم مش بس اتشال عن الاوليمبياد ده اتشال عن كل حاجه في مصر ياقلبي",none
8738,"naj7: وجلسَ حزني  تجاهي تاملني  قليلاً ثم اجهش بالبكاء وبقيت  صامته 😶  البصراويه",sadness
8739,"الصلو ... ابطال الكتائب ( اللواء 35 ) يتوجهون نحو الصيار لبدء استعادتها من عصابه الحوثي وصالح ... كان الله معكم وثبتكم ونصركم ...",sympathy
8740,"كلنا ضد مريم بيفور52    Maryoum  لااااا بنكذب الصحافه ونصدقك ي مسيلمه عويدات ???????????? ????",anger
8741,"ايش ذا لعب حواري الارجنتين 😕 انا متعاطفه مع دي ماريا 😞 لا تخذلنا ياخي  البرازيل الارجنتين",sympathy
8742,": ????انا اتمرمطت قوي يا راضي اتمرمطت قوي???? ????انا مش عارف حعيش ازااااي كده???????? ????عادي زي ما كل المصريين عايشيين???? ????طااااب ????",sadness
8743,"2016: شعور حلو لما يكون فيه شخص خايف تفقده وهو خايف يفقدك انت معتبره سعادتك وهو شايفك الدنيا بعينه.",fear
8744,"فلسفه الاوليمبياد اساس ان كل الامم تشارك بصرف النظر عن الاختلافات في العرق و الثقافه الخ و بيتنافسوا في روح رياضيه",none
8745,"هو انا المصري الوحيد اللي مش متابع حاجه ف الاوليمبياد ؟",surprise
8746,"التاج ده بتاعنا النهارده اوبا بقي  المصريين اهما?????  StaracArabia    DoaaElSebaii  دعاء السباعي دعاء السباعي",joy
8747,"نظبط مواعيد الاوليمبياد بقه ونشوف اللاعيبه المصريه هتلعب امته ونحبط كالعاده",none
8748,"لاخفيكم يخوان ان عندي فوبيا من هذا الفريق اللعين",fear
8749,"بعثه مصر في الاوليمبياد رايحه عشان يبقي اسمنا شاركنا و خلاص،بيخرجوا واحد ورا التاني،ما كنا بعتنا عشرين نفر و خلاص بدل 114 و مصاريف ع الفاضي!",surprise
8750,"ولولا هما برده كان زمانه دخل الاوليمبياد السنه ده",none
8751,"ماهي الاوليمبياد كده غداره الي مالوش في الرفع بينطر 😂😂😂😂😂",none
8752,"Rio2016 الاوليمبياد في صورتين",none
8753,"يكون يوم القيامه قرب!",surprise
8754,": مسجد      مجمع بناء      في المراحل الاخيره   روتانا  بوروندي  مؤسسه بناء  صباحكم مفعمُ بالسعاده والعطاء.",joy
8755,"اجمل ماقيل بالحب ❤️ ( اجتمعا عليه وتفرقا عليه ) تجاوز الجغرافيا والتاريخ .. للقلوب تواصل خاص 💞  بوح  نشر سيرته ﷺ",love
8756,"كل اللي وصلوا الاوليمبياد و عملوا اللي عليهم ابطال ( باستثناء الجحش بتاع كارثه العلم) لو كمان جابوا ميداليات يبقوا سوبر هيروز و قدوه و قمرات",none
8757,"قطر داخله الاوليمبياد ب 25 رياضي يعني فرصه اللي عاوز يسرق قطر ... البلد كلها في البرازيل يا حاجوووووووووووووج",none
8758,": مع انه مقلب لكن والله شي يبرد القلب ومفرح بنفس الوقت ودليل ان الدنيا لازالت بخير وكثير مايرضون بالغلط  الصدمه",surprise
8759,"يابني الاوليمبياد بالنسبه ليا هي ايطاليا في الطائره و بس :D",joy
8760,"تذكرت لقطه ذيك البنت ام نحل يوم قامت تصيح في الفندق وتقول انها تبغي تغير الغرفه لانها خايفه علي نفسها وطلع شريكها بالغرفه هيسوكا😂",fear
8761,"iu الله يستر مره خايفه من القدرات واختار الستيب الانجليزي",fear
8762,": ???? ابنتي  في السلطان نعم انت بنت ديرتنا وغاليه عالينا ولن نقبل بالاساءه لك ولذلك سننصحك نصح الاخ لاخته والاب لابنته .. وهي…",joy
8763,"احلي مفجاه حصلتلي اقسم بالله 🔝💕",surprise
8764,"متعاطف معكم",sympathy
8765,"انشغال     هبه مجدي    بالاعمال الفنيه مما يمنعها من قضاء شهر العسل",love
8766,"مبروك لتونس و لساره المصريه ايضا و لكل ابطالنا و بطلاتنا اللي بيحاولو يتركو بصمه في الاوليمبياد تضيف لرصيدنا الحضاري",joy
8767,"اواه ياقلبي مما اصابهم حسبي الله المنتقم ينتقم لهم حسبي الله وكفي",sympathy
8768,"واخوانا بتوع نرفض التطبيع ايه دخل التطبيع في مواجهه رياضيه مع لاعب اسرائيلي حصلت بالصدفه في بطوله عالميه زي الاوليمبياد ولا هو اي هري وخلاص؟",anger
8769,"اقعد 3 ايام و انا بنزل 16 جيجا من النت!!",surprise
8770,"افتتاح الالعاب الاوليمبياد في ريو دي جانيرو البرازيل 2016 دخول الفريق المكسيكي viva México",none
8771,"موجوع قلبي عليكم بصراحه بس ماباليد حيله غير وقفتنا معكم ونساندكم وفقكم الله  اضراب الاطباء العمانيين5",sympathy
8772,"لا طبعا معقوله اني انشر علي الجكمات",surprise
8773,": تملگني بطيبگ ماتملگني بجفاگ تغمر وريد القلب باحساس حبگ  تاسرني بافعالگ تاخذني وافداگ لبيه ياسيد البشر تامرني ما صدّگ   صمت معذب",love
8774,": كانت خايفه ، و البر الوحيد هو الصلاه .",fear
8775,"اليوم بينتهي بدون حاجه ؟",surprise
8776,": ”انا بخاف من الوحده بخاف منها عشان بتخليني مركزه مع نَفسي، وانا خايفه من نَفسي“",fear
8777,"خايف يذوب باقي الامل في دمعتي وانت علي بعد النظر المسك باطرافه",fear
8778,"انا عارف والله العظيم ان الاوليمبياد صعب وشرف الوصول له . بس انا بحس ان لعيبتنا مابتتدربش قبل ما يسافروا ..بياخدوهم من القهوه للاوليمبياد وش",none
8779,"انا خايف اقول كده تقول بحك والله لاسكت احسن 😂😀😂",fear
8780,"iu لا تقولين سقط انا خايفه من القدرات لان لغتي العربيه سيئه وخايفه من الانجليزي 😭😭😭😭",fear
8781,"ينفطر القلب ويجرح لما يحصل لاخواننا الان ..…",sympathy
8782,"انا مرعوبه من اللي جاي.",fear
8783,"بناء علي فكره بيع الجنسيه المصريه ورفع علم السعوديه في الاوليمبياد ليه ما نعملش مساحه في العلم تبقي sponsered و المعلن يحط فيها اللي يعوزه؟",none
8784,"مفيش ميداليه لابضن مذيع في الاوليمبياد؟",anger
8785,"عبد الرحمن عرابي يخسر امام لاعب كرواتيا في دور الـ 32 لمسابقه الملاكمه في الاوليمبياد بنتيجه 2/1  يلا ريو",none
8786,"Rio2016 متعه الاوليمبياد الجمباز رووووعه 🌷🎩فن ورياضه",joy
8787,"اذا كان هذا هو حال فكيف هو حال سكانها ؟؟؟  اللهم الطف بهم، وعجل بفرجهم",sympathy
8788,": بالفيديو : العداء البريطاني المسلم محمد فرح سقط اثناء السباق..نهض سريعاً وفاز به  نموذج للاصرار  السقوط ليس النهايه",love
8789,"صالح الاب الروحي للعيال اليوم كان خايف عليهم في فقرت ميزادك  زد رصيدك22",fear
8790,"الُحُــــبّ لُيَــسِ مٌجْــرَدِ كلــمات ننثـــرهــا ونرحل الحــب حــــروف تنــسجـهـا قــلـوبنـا وتـترجمها ٲفـعالنا وتـفـضـحـهــا عيونـنــا",love
8791,"صدقت انهم كمن يسير عكس التيار وملزمين باكمال المسير كان الله في عونهم ورزقنا رضاهم 💔❤️🌹",sympathy
8792,"علي فكره وبدون مزايدات انا متضامنه من الاهالي اللي عيالهم في مدارس لغات وانترنشونال ضد ادارات المدارس والجامعات...",sympathy
8793,"انا شايفه ناس لابسه جواكت وسويت شرتات !!",surprise
8794,"مبروك لمصر صعود اثنين من ابنائها لنهائي لعبه في الاوليمبياد .... الصوره اول تعليق",joy
8795,"الف مره ااقول محدش ينكشني في السياسه ..عبوكوا كلكم  السيسي جابها الارض",anger
8796,"ممكن الفيديو ده يكون حقيقي؟",surprise
8797,"مُفاجاَه قويه جدا جدا جدا  للجماعه الي في  طنطا او يعرفو يروحو  طنطا يوم 13 في الشهر الي في  طنطا يكلمني خاص",surprise
8798,"هاي امتنان شوفي ????????????",surprise
8799,"قاسي شعور الفقد .. بس فقد الشعور اقسي🚶. . .  اقتباسات  عبارات  احساس  بوح",sadness
8800,"بس انتوا بتغلطوا ف المصريين كلهم ودي قله ادب",anger
8801,"الاخ الاهطل والاخت العبيطه اللي بتقول الزمالكاويه بيفرحو في خساره الاهلي اكتر ما بيفرحو عشان مكسب الزمالك !  نعم سيتك مين الاهلي ده اصلا !",surprise
8802,"ArabsGotTalent ميرسي بيكوو",joy
8803,"الاوليمبياد المره دي اثبتتلنا حاجتين مهمين جداً .. ان ممكن يتحداك واحد يهودي بتحصل عادي ،، وان مش كل ساره احمد تبقي فيك اكونت 󾌰  rio2016 󾓪󾓮",none
8804,"تحاول تشغل نفسك بشيء عشان تشيل تفكيرك عن شيء ثاني اتعب شعور ممكن يمر عليك .  الم  وجع  حب  ندم  حب  كلام",sadness
8805,"بعثه لبنان خارجين يسهروا في lemon tree في مراسي مش رايحين الاوليمبياد",none
8806,": خوف انك تتساب فجاه ان حاجه بتحبها متكملش ان يحصل معاك نفس اللی حصلك قبل كده احساس الخوف ده بيدمر اي حاجه حلوه جوانا",fear
8807,": لسه امبارح كان السبت ازاي بس بكره الخميس 😐",surprise
8808,"انا بعد كده  خلي اللي يوعني   بحاجه همضي علي وصل امانه علشان اضمن انو مش يخون",fear
8809,"لو مصر كانت في الاوليمبياد الشناوي وحجازي وصلاح كان لازم هم اللي ينضموا",none
8810,"بعاد خايفه من العين😂😂",fear
8811,"معجزه الحب تكمن في عشق العيوب",love
8812,"ياريت اي حد محبط من نتايج بعثه الاوليمبياد يخليه لنفسه عشان احنا مش ناقصين احباط و بنتعالج و ماشيين مشلحين الجلابيه و ماسكين كيس القسطره",sadness
8813,"وما الحب الا  لوالدي   وما الشوق الا ضحكته ..  الله يرحمه",sympathy
8814,": ياهل تري ،، تقدر تموت المشاعر ونارها حيه ؟؟!!!  انين الليل",sadness
8815,"كما عهدناه بدعم الرياضه فقد تكفل الفاضل/علي بن سعيد الطاعوني بجوائز افضل احارس وهداف البطوله وافضل لاعب واعد..",love
8816,"المصريه ناديه نجم الان ربع نهائي تجديف Bein 2  مصر في الاوليمبياد  ريو دي جانيرو 2016",none
8817,"قاعد في كافيه و لقيت سامو زين جنبي و بيشتم في تامر حسني و رامي عياش..  بيقول انا مش كومبارس ليهم ????????????",anger
8818,"مهزله ما بعدها مهزله و عار ما بعده عار و خنوع من المملكه للخسيسي ما بعده خنوع. ظنناك سلمان العزم فطلعت وهم في وهم",sadness
8819,"و كمان الاوليمبياد ممتع زي كل مره بكل حاجه فيه.",joy
8820,"معلقين نايل سبورت اللي بيعلقوا ع الاوليمبياد هم نموذج للفساد والواسطه و كل حاجه وسخه في مصر",anger
8821,"البنات في الاوليمبياد دي اثبتوا انهم رهان حلو لو مصر عاوزه تاخد ميداليات في الاوليمبياد مستقبلا  عاش",joy
8822,"ده فار بجد مش لعبه وعندي وباكله كمان",surprise
8823,"مرتضي ده عرص اوي",anger
8824,":   عاشور ودشتي تباكو علي عدو الكويت خاطف الجابريه عماد مغنيًه معني هذا انهم منفذين لاطماع دولتهم الاصل ايران في الكويت",sadness
8825,"حتي الاهلي خسر مفيش فايده",sadness
8826,"المعني الحقيقي لكلمه الكريسماس",joy
8827,"لو كل واحد يخليه فحاله بس!",sadness
8828,"انا خايفه مني لاني قاعده افكر اني برسب صدق والله يارب اموت وش ذا عقلي مريض خير",fear
8829,"aneen000: يبه حياتي تبيك .. دنيتي تبيك يبه بكمل مشواري ونت معي .. اشتقت لك ي ابوي",love
8830,"متابعه الاوليمبياد حاجه كويسه بدل الروتين اللي عايشين فيه دا",joy
8831,"نبغا نكتسح الحضور الجماهيري لهذا الموسم نبغا ينضرب فيناا المثل بالوفاء لنادي والهلال ماقصر معنا (57) بطوله..همتكم  معك ياهلال في اول المشوار",love
8832,"علي كثر ماني خايفه من ايامي الجايه يارب وردّها بصدري..",fear
8833,"شكلها فيها دهب زي متوقعتلو من قبل الاوليمبياد متبدا و الله يااااااااارب",none
8834,"مريييمممممم???? انا مش بروطه هتبوظي سمعتي و هعنس????????????????????",anger
8835,"ليه مفيش تفحيط في الاوليمبياد ؟ او فهلوه ؟ او همبكه ؟ او بلي ؟",surprise
8836,"خايفه جداً .. !!",fear
8837,"الاوليمبياد بالنسبالي خلصت من يومين و عندي فراغ ابن كلب، مستني بقي الclosing ceremony",none
8838,"هذه اللي خايفه منه 🙂",fear
8839,"يا جدعان الحفله بتاعه افتتاح الاوليمبياد بيحصل فيها اعجازات علميه فسيولوجيه ميتافيزيكسيه",none
8840,"قاطعوا المنتجات الايرانيه .. حقد الروافض للصحابه الكرام لا حد له النظام في  ايران نظام فاشي حاقد علي العرب ورموزهم.",anger
8841,"رسم قلب  متخيط ❤ ورسم بنت  بتعيط 👧 ورسم ورد مات  دبلان 🌸 وشاف ضحكه ع  الحيطه 😃 نسي بيها انه كان 😔",sadness
8842,"ده صحيح...لاعب الاوليمبياد بيمثل بلده .",none
8843,"مع من تحب تجد في ابسط الاشياء فرحاً 🌿  كلمه حلوه للناس الحلوه  السعاده  صداقه",love
8844,"مشششششش ممكن كيف ضيعها :/",surprise
8845,": قد تجد سهوله في قطع العلاقه مع شخص احببته بعمق ولكن المرحله الاصعب هي محاوله قطع التفكير فيه  امير",love
8846,"؟؟؟ طبعا دا سوال مالوش اجابه..",surprise
8847,"لا نافعيين في اليد ولا في الطايره انتوا جايين الاوليمبياد ليه اساساً : D",none
8848,":   الشعب معكم قلب وقالبا انتم منا وفينا اتمني دعم الشعب السعودي كافه لمربي المواشي لنحافظ علي ثروتنا الحيوانيه الزر…",sympathy
8849,"السؤال ما هو الهدف من الاوليمبياد ؟ طبقا للجنه الاوليمبيه و ميثاقها",surprise
8850,"يا حي ياقيوم يا ذا الجلال والاكرام فرّج عن اهوارفع عنهم الباساء والضراء يا ارحم الراحمين ويا اكرم...",sympathy
8851,"اجمل ماقيل بالحب اول علامات ان يشعر الرجل بالالم، كان المراه التي احبها كسرت له ضلعاً..!!  الرافعي",love
8852,"مايكل فيلبس واخد 19 ميداليه في الاوليمبياد تقريبا مصر في تاريخ مشاركتها في الاوليمبياد مخدتش الرقم دا من الميداليات",surprise
8853,"عضو شوري يدعو لترشيد الاستحمام  ؟؟",surprise
8854,"الاوليمبياد جايه فوقت وحش بس انا هتفرج برضو دي مسليه فشخ",surprise
8855,"يعني رحيموف دا كان بيفكر في ايه وانه داخل الاوليمبياد بالمنشطات ومفكر نفسه هيعدي من التحليل عادي من غير حاجه",none
8856,"نتفرج علي ماتشات الاوليمبياد فين؟",none
8857,"kw: فاضله تتبرع لعلاج الاخ شعبان بمبلغ 6000﷼ (3 اسهم)  اسال الله ان يبارك لها ويتقبل منها ويسعدها ووالديها في الدارين",joy
8858,"طنط ساميه شنن لازم تخرج من السجن و تلعب في الاوليمبياد ، فردي سيدات تعذيب بماء نار",none
8859,"dark20: لا شعوريا ان كنت تحب شخص : تبدا تهتم للامور التي تعجبه ، تنام وفق وقت نومه ، وتكره كل ساعه تمر من دونه",love
8860,"لجنه الرياضه في البرلمان بدل ما تناقش امور اللاعبين ال مثلوا مصر في الاوليمبياد وازاي نفيد ونستفيد ونحسن اوضاعهم بيناقشوا مشاكل الاولتراس",anger
8861,"بحضور نيمار  العراق تتعادل مع البرازيل سلبيا    وتعزز حظوظها في التاهل للدور القادم في الاوليمبياد",none
8862,"انا مش خايف من الموت ، انا بس خايف يجي في الوقت الغلط😔😔",fear
8863,": حمله محاربه الاعتدال والوعي..هي افلاس اخلاقي توقيف حساب د.محمد العوضي   awadi  والشيخ محمدالمنجد    فضلا اعد…",anger
8864,": اليوم عاجبني حيل مولر اشوي ماخذ راحته ومتحرر من التيكي تاكا",joy
8865,"ساعات قليله وينتهي الاستقلال ونعود للاحتلال !!!",surprise
8866,"rm: كُلما تحدّثتُ عنك : احمّر لون الكلمات ؛ وصمَت..!  غــرام",love
8867,"10  كئابه ف مكه ي الكلب",anger
8868,"ﻣـﺂ ﺃَﺻـﻌَـﺐْ ﺃﻥْ ﺗَـﻜُـﻮﻥَ ﺩَﺁﺋِـﻢ ﺁﻹِﺑﺘِـﺴَـﺂﻣَـﺓ ﻋَﻠـﻰ ﻭَﺟـﻬِـﻚَ ، ﻭَ ﺃﻧــﺖَ ﻓَـﺂﻗِـﺪْﻫَــﺂ ﻓِﻲ ﻗَـﻠـﺒِـﻚَ ..",sadness
8869,"فجاه صاروا كلهم يخافون علي مكتسباتكم",surprise
8870,"الاوليمبياد معروفه مش بتبدا الا ببدايه العاب القوي  Rio2016",none
8871,"M   ما تجيبي الايفون حبا",joy
8872,"لكل فاتنه تبحث عن التميز مع البخورالملكي????????",joy
8873,"الكوره اخذا حقها وزياده في عده بطولات . ياريت تتلغي من الاوليمبياد",none
8874,": ومن ما جنن عقول الرجال ! مصاب بالواسواس القهرِي يتحدث عن فتاه احبها ! كيف يهزم الحب المرض؟!  حب الزوجه",love
8875,"بدون حب لن يكون هناك اي معني لهذا الكون. حتي  الجنه لا يكون لها معني الا مع .",love
8876,"انا خايف علي قلبي من احساسيَ.",fear
8877,"سؤال طيب للي بيفهموا ، هم من امتي بقوا بيشيلوا واقيات الراس ف منافسات الملاكمه ف الاوليمبياد ؟",none
8878,"مجلس جمهور الشباب بحائل . معكم قلبا وقالبا",sympathy
8879,"بس خايفه اقولها والله وقلبي موش مطوعني عشان دا موش الاهلي بتاعنا بس الحمد لله ع ال3نقط ع الحلوه والمره معاه ❤  Alahly",fear
8880,"3shr:  ثوره الغلابه الله ينصرهم علي عميل اسرائيل",sympathy
8881,"هي الاوليمبياد دي مفيهاش كوره ليه",surprise
8882,"ياجدعان المحاسبه دي بنت وسخه والله",anger
8883,":           هم هههههههههههههههههه",joy
8884,"رحم الله ابي لاشئ يعادل عطف ابي",sympathy
8885,"Knight14   elmshnb اه اهلاوي الي ش يعرفه",joy
8886,"matooq: الحمد لله وقع فيصل الخراع لنادي الخليج والله يوفقه بعيد عن  الاتحاد حاول ان يقدم شيء لكنه لم ينجح، الدور الان علي باقي اللاعب…",joy
8887,"بيتكلم عن رفع الاثقال بس يابغل..مصر واخده 28 ميداليه في تاريخ الاوليمبياد الزريبه اللي انت منها بقي اخدت كام؟😂😂😂",anger
8888,"xlli5: واخاف انا من ليله ينقلب هالامان خوف.",fear
8889,"تجربه انسانيه عندما يعبر الطلبه لابائهم عن حبهم...كيف يكون الرد؟!",love
8890,"m 2011 ربنا يتولاهم ارحم بيهم من الكفره",sympathy
8891,"ايه ده؟ دا في ناس مفروسه ان ابطال رفع الاثقال تبع مركز تدريب القوات المسلحه.. طب يعني ايه المطلوب سعادتك؟ 😂😂 حصل انكيلاب في الاوليمبياد 😂",none
8892,"واضح اننا هنطلع من الاوليمبياد كسبانين 2 برونز وشرف المحاوله.",none
